prob_threshold,stable_k,policy,episodes,SR_percent,OSR_percent,NE_m,TL_m,stop_fired,mean_stop_step
0.10,1,temporal_neural_stop_head,15,26.7,26.7,5.50,1.10,15,5.5
0.20,1,temporal_neural_stop_head,15,26.7,26.7,5.19,1.57,15,8.3
0.30,1,temporal_neural_stop_head,15,26.7,26.7,4.97,1.92,15,10.2
0.40,1,temporal_neural_stop_head,15,26.7,26.7,4.94,2.57,15,14.5
0.50,1,temporal_neural_stop_head,15,26.7,26.7,4.95,2.61,15,14.8
0.60,1,temporal_neural_stop_head,15,26.7,26.7,4.87,2.76,15,15.9
0.70,1,temporal_neural_stop_head,15,26.7,26.7,4.80,2.94,15,17.1
0.80,1,temporal_neural_stop_head,15,20.0,26.7,4.84,3.55,15,21.7
0.90,1,temporal_neural_stop_head,15,13.3,26.7,5.72,5.00,13,24.4
