episode_id,stop_fired,stop_step,n_steps,final_dist_m,success,oracle_success,path_length_m,p_stop_mean,p_stop_max
kujiale_0092_kujiale_0092_91_1,True,36,38,4.0818,False,False,6.2960,0.3031,0.9367
kujiale_0092_kujiale_0092_9_2,True,27,29,4.4198,False,False,4.8541,0.2549,0.8569
kujiale_0118_kujiale_0118_25_3,True,28,30,4.8179,False,False,4.2744,0.4608,0.8145
kujiale_0118_kujiale_0118_31_0,True,11,13,6.1855,False,False,1.9826,0.4204,0.7191
kujiale_0118_kujiale_0118_40_4,True,23,25,10.0307,False,False,4.0623,0.3551,0.7154
kujiale_0203_kujiale_0203_15_3,True,16,18,4.8499,False,False,2.4133,0.3778,0.7780
kujiale_0203_kujiale_0203_16_3,True,3,5,5.6218,False,False,0.5172,0.5808,0.7942
kujiale_0203_kujiale_0203_22_4,True,12,14,5.7378,False,False,0.9866,0.4532,0.7486
kujiale_0203_kujiale_0203_25_0,True,9,11,1.6096,True,True,1.5850,0.3797,0.6689
kujiale_0203_kujiale_0203_32_2,True,30,32,2.3480,True,True,3.3152,0.3912,0.7779
kujiale_0203_kujiale_0203_43_1,True,9,11,5.2991,False,False,1.1413,0.5352,0.8533
kujiale_0203_kujiale_0203_49_3,True,19,21,3.9715,False,False,2.7244,0.4341,0.8784
kujiale_0271_kujiale_0271_15_1,True,27,29,1.7423,True,True,6.1298,0.3735,0.7534
kujiale_0271_kujiale_0271_24_4,True,4,6,8.3824,False,False,1.0744,0.5584,0.7225
kujiale_0271_kujiale_0271_7_3,True,1,3,2.3473,True,True,0.2588,0.6902,0.7229
