prob_threshold,stable_k,policy,episodes,SR_percent,OSR_percent,NE_m,TL_m,stop_fired,mean_stop_step
0.10,5,temporal_neural_stop_head,15,20.0,20.0,5.57,1.13,15,6.3
0.20,5,temporal_neural_stop_head,15,20.0,20.0,5.42,1.54,15,9.7
0.30,5,temporal_neural_stop_head,15,26.7,26.7,4.94,3.84,13,19.6
0.40,5,temporal_neural_stop_head,15,26.7,40.0,4.85,5.09,10,28.0
0.50,5,temporal_neural_stop_head,15,20.0,40.0,5.07,5.40,9,28.2
0.60,5,temporal_neural_stop_head,15,13.3,40.0,5.82,7.27,2,21.0
0.70,5,temporal_neural_stop_head,15,13.3,40.0,6.55,8.02,1,33.0
0.80,5,temporal_neural_stop_head,15,13.3,40.0,6.55,8.02,1,33.0
0.90,5,temporal_neural_stop_head,15,20.0,46.7,6.51,8.08,0,
