episode_id,step_idx,sim_time,wall_time,robot_position_x,robot_position_y,robot_position_z,robot_yaw,linear_velocity_cmd,angular_velocity_cmd,odom_linear_velocity,odom_angular_velocity,camera_frame_id,image_timestamp,policy_mode,stop_signal,safety_state,notes,shadow_gnm_enabled,shadow_gnm_status,shadow_gnm_model_path,shadow_gnm_latency_ms,shadow_gnm_candidate_linear_velocity,shadow_gnm_candidate_angular_velocity,shadow_gnm_candidate_waypoint_x,shadow_gnm_candidate_waypoint_y,shadow_gnm_goal_distance,shadow_gnm_confidence,shadow_gnm_error,actual_controller,actual_linear_velocity_cmd,actual_angular_velocity_cmd,gnm_control_enabled,gnm_action_raw_linear_velocity,gnm_action_raw_angular_velocity,gnm_action_clipped_linear_velocity,gnm_action_clipped_angular_velocity,action_clipped,watchdog_state,emergency_stop_triggered,stop_reason
gnm_closed_loop_20260708_031640,0,13.216667,1783477003.470268,1.1936,-0.000425,0.0,2e-05,0.0,0.0,-0.000149,-0.000169,camera_link,13.216667,gnm_closed_loop,,emergency_stop,emergency stop: action_gross_bounds,True,ok,third_party/visualnav-transformer/model_weights/gnm/gnm.pth,12.14,0.3,-0.0683,0.6269,-0.0429,16.46,,,gnm_closed_loop,0.0,0.0,True,2.513357,-0.068311,0.0,0.0,False,estop_zeroed,True,action_gross_bounds
gnm_closed_loop_20260708_031640,480,13.233334,1783477003.479772,1.193594,-0.000425,0.0,2.1e-05,0.0,0.0,-7.5e-05,-0.00117,camera_link,13.233334,gnm_closed_loop,,emergency_stop,post-episode zero hold,True,ok,third_party/visualnav-transformer/model_weights/gnm/gnm.pth,12.14,0.3,-0.0683,0.6269,-0.0429,16.46,,,gnm_closed_loop,0.0,0.0,True,,,0.0,0.0,False,zeroed_hold,True,action_gross_bounds
gnm_closed_loop_20260708_031640,481,13.250001,1783477003.482174,1.193591,-0.000425,0.0,2e-05,0.0,0.0,-7.5e-05,-0.00117,camera_link,13.250001,gnm_closed_loop,,emergency_stop,post-episode zero hold,True,ok,third_party/visualnav-transformer/model_weights/gnm/gnm.pth,12.14,0.3,-0.0683,0.6269,-0.0429,16.46,,,gnm_closed_loop,0.0,0.0,True,,,0.0,0.0,False,zeroed_hold,True,action_gross_bounds
gnm_closed_loop_20260708_031640,482,13.266667,1783477003.483742,1.193585,-0.000425,-0.0,2e-05,0.0,0.0,-7.5e-05,-0.00117,camera_link,13.266667,gnm_closed_loop,,emergency_stop,post-episode zero hold,True,ok,third_party/visualnav-transformer/model_weights/gnm/gnm.pth,12.14,0.3,-0.0683,0.6269,-0.0429,16.46,,,gnm_closed_loop,0.0,0.0,True,,,0.0,0.0,False,zeroed_hold,True,action_gross_bounds
gnm_closed_loop_20260708_031640,483,13.283334,1783477003.492219,1.193577,-0.000425,-0.0,2e-05,0.0,0.0,-0.000147,0.000222,camera_link,13.283334,gnm_closed_loop,,emergency_stop,post-episode zero hold,True,ok,third_party/visualnav-transformer/model_weights/gnm/gnm.pth,12.14,0.3,-0.0683,0.6269,-0.0429,16.46,,,gnm_closed_loop,0.0,0.0,True,,,0.0,0.0,False,zeroed_hold,True,action_gross_bounds
gnm_closed_loop_20260708_031640,484,13.300001,1783477003.494493,1.193576,-0.000425,0.0,2.1e-05,0.0,0.0,-0.000147,0.000222,camera_link,13.300001,gnm_closed_loop,,emergency_stop,post-episode zero hold,True,ok,third_party/visualnav-transformer/model_weights/gnm/gnm.pth,12.14,0.3,-0.0683,0.6269,-0.0429,16.46,,,gnm_closed_loop,0.0,0.0,True,,,0.0,0.0,False,zeroed_hold,True,action_gross_bounds
gnm_closed_loop_20260708_031640,485,13.316667,1783477003.497984,1.19357,-0.000425,-0.0,2e-05,0.0,0.0,-0.000147,0.000222,camera_link,13.316667,gnm_closed_loop,,emergency_stop,post-episode zero hold,True,ok,third_party/visualnav-transformer/model_weights/gnm/gnm.pth,12.14,0.3,-0.0683,0.6269,-0.0429,16.46,,,gnm_closed_loop,0.0,0.0,True,,,0.0,0.0,False,zeroed_hold,True,action_gross_bounds
gnm_closed_loop_20260708_031640,486,13.333334,1783477003.513047,1.193561,-0.000425,0.0,2e-05,0.0,0.0,-0.000174,-0.000224,camera_link,13.333334,gnm_closed_loop,,emergency_stop,post-episode zero hold,True,ok,third_party/visualnav-transformer/model_weights/gnm/gnm.pth,12.14,0.3,-0.0683,0.6269,-0.0429,16.46,,,gnm_closed_loop,0.0,0.0,True,,,0.0,0.0,False,zeroed_hold,True,action_gross_bounds
gnm_closed_loop_20260708_031640,487,13.350001,1783477003.515823,1.193554,-0.000425,0.0,2e-05,0.0,0.0,-0.000174,-0.000224,camera_link,13.350001,gnm_closed_loop,,emergency_stop,post-episode zero hold,True,ok,third_party/visualnav-transformer/model_weights/gnm/gnm.pth,12.14,0.3,-0.0683,0.6269,-0.0429,16.46,,,gnm_closed_loop,0.0,0.0,True,,,0.0,0.0,False,zeroed_hold,True,action_gross_bounds
gnm_closed_loop_20260708_031640,488,13.366667,1783477003.519273,1.193546,-0.000425,-0.0,2e-05,0.0,0.0,-0.000174,-0.000224,camera_link,13.366667,gnm_closed_loop,,emergency_stop,post-episode zero hold,True,ok,third_party/visualnav-transformer/model_weights/gnm/gnm.pth,12.14,0.3,-0.0683,0.6269,-0.0429,16.46,,,gnm_closed_loop,0.0,0.0,True,,,0.0,0.0,False,zeroed_hold,True,action_gross_bounds
