episode_id,step_idx,sim_time,wall_time,robot_position_x,robot_position_y,robot_position_z,robot_yaw,linear_velocity_cmd,angular_velocity_cmd,odom_linear_velocity,odom_angular_velocity,camera_frame_id,image_timestamp,policy_mode,stop_signal,safety_state,notes,shadow_gnm_enabled,shadow_gnm_status,shadow_gnm_model_path,shadow_gnm_latency_ms,shadow_gnm_candidate_linear_velocity,shadow_gnm_candidate_angular_velocity,shadow_gnm_candidate_waypoint_x,shadow_gnm_candidate_waypoint_y,shadow_gnm_goal_distance,shadow_gnm_confidence,shadow_gnm_error,actual_controller,actual_linear_velocity_cmd,actual_angular_velocity_cmd,collision_detected,collision_count_so_far,collision_body,experiment_id,pair_id,condition,stop_rule_name,stop_rule_threshold,stop_rule_k,stop_rule_ratio,initial_predicted_distance,normalized_predicted_distance,stop_triggered,goal_id,distance_to_goal_m,gnm_control_enabled,gnm_action_raw_linear_velocity,gnm_action_raw_angular_velocity,gnm_action_clipped_linear_velocity,gnm_action_clipped_angular_velocity,action_clipped,watchdog_state,emergency_stop_triggered,stop_reason
h21_ft_K_b_20260710_031001,72,10.916667,1783649428.670152,0.300043,-4.46413,-0.0,1.570201,0.2,-0.2363,0.199599,0.012744,camera_link,10.916667,gnm_closed_loop,,nominal,,True,ok,checkpoints/hospital_front_rgb_finetune/best.pt,4.83,0.3931,-0.2363,0.0983,-0.0058,0.5327,,,gnm_closed_loop,0.2,-0.2363,False,0,,hospital_h21_repair,,collector=hospital_front_rgb_finetune;difficulty=near_desk_turn;route=repaired_K,,,,,,,False,h2_near_desk_K,5.4298,True,0.3931,-0.2363,0.2,-0.2363,True,armed,False,
h21_ft_K_b_20260710_031001,73,10.933334,1783649428.672882,0.300044,-4.460813,-0.0,1.570188,0.2,-0.2363,0.199599,0.012744,camera_link,10.933334,gnm_closed_loop,,nominal,,True,ok,checkpoints/hospital_front_rgb_finetune/best.pt,4.83,0.3931,-0.2363,0.0983,-0.0058,0.5327,,,gnm_closed_loop,0.2,-0.2363,False,0,,hospital_h21_repair,,collector=hospital_front_rgb_finetune;difficulty=near_desk_turn;route=repaired_K,,,,,,,False,h2_near_desk_K,5.4267,True,0.3931,-0.2363,0.2,-0.2363,True,armed,False,
h21_ft_K_b_20260710_031001,74,10.950001,1783649428.674643,0.300046,-4.457496,-0.0,1.570176,0.2,-0.2363,0.199599,0.012744,camera_link,10.950001,gnm_closed_loop,,nominal,,True,ok,checkpoints/hospital_front_rgb_finetune/best.pt,4.83,0.3931,-0.2363,0.0983,-0.0058,0.5327,,,gnm_closed_loop,0.2,-0.2363,False,0,,hospital_h21_repair,,collector=hospital_front_rgb_finetune;difficulty=near_desk_turn;route=repaired_K,,,,,,,False,h2_near_desk_K,5.4237,True,0.3931,-0.2363,0.2,-0.2363,True,armed,False,
h21_ft_K_b_20260710_031001,75,10.966667,1783649428.690698,0.300047,-4.454179,-0.0,1.570164,0.2,-0.2366,0.199525,0.014298,camera_link,10.966667,gnm_closed_loop,,nominal,,True,ok,checkpoints/hospital_front_rgb_finetune/best.pt,4.58,0.3919,-0.2366,0.098,-0.0058,0.5362,,,gnm_closed_loop,0.2,-0.2366,False,0,,hospital_h21_repair,,collector=hospital_front_rgb_finetune;difficulty=near_desk_turn;route=repaired_K,,,,,,,False,h2_near_desk_K,5.4207,True,0.3919,-0.2366,0.2,-0.2366,True,armed,False,
h21_ft_K_b_20260710_031001,76,10.983334,1783649428.693083,0.300049,-4.450862,-0.0,1.570151,0.2,-0.2366,0.199525,0.014298,camera_link,10.983334,gnm_closed_loop,,nominal,,True,ok,checkpoints/hospital_front_rgb_finetune/best.pt,4.58,0.3919,-0.2366,0.098,-0.0058,0.5362,,,gnm_closed_loop,0.2,-0.2366,False,0,,hospital_h21_repair,,collector=hospital_front_rgb_finetune;difficulty=near_desk_turn;route=repaired_K,,,,,,,False,h2_near_desk_K,5.4176,True,0.3919,-0.2366,0.2,-0.2366,True,armed,False,
h21_ft_K_b_20260710_031001,77,11.000001,1783649428.69501,0.300051,-4.447546,-0.0,1.570139,0.2,-0.2366,0.199525,0.014298,camera_link,11.000001,gnm_closed_loop,,nominal,,True,ok,checkpoints/hospital_front_rgb_finetune/best.pt,4.58,0.3919,-0.2366,0.098,-0.0058,0.5362,,,gnm_closed_loop,0.2,-0.2366,False,0,,hospital_h21_repair,,collector=hospital_front_rgb_finetune;difficulty=near_desk_turn;route=repaired_K,,,,,,,False,h2_near_desk_K,5.4146,True,0.3919,-0.2366,0.2,-0.2366,True,armed,False,
h21_ft_K_b_20260710_031001,78,11.016667,1783649428.710534,0.300052,-4.44423,-0.0,1.570126,0.2,-0.2391,0.199249,0.013417,camera_link,11.016667,gnm_closed_loop,,nominal,,True,ok,checkpoints/hospital_front_rgb_finetune/best.pt,4.43,0.3933,-0.2391,0.0983,-0.0059,0.5413,,,gnm_closed_loop,0.2,-0.2391,False,0,,hospital_h21_repair,,collector=hospital_front_rgb_finetune;difficulty=near_desk_turn;route=repaired_K,,,,,,,False,h2_near_desk_K,5.4116,True,0.3933,-0.2391,0.2,-0.2391,True,armed,False,
h21_ft_K_b_20260710_031001,79,11.033334,1783649428.713304,0.300054,-4.440913,-0.0,1.570113,0.2,-0.2391,0.199249,0.013417,camera_link,11.033334,gnm_closed_loop,,nominal,,True,ok,checkpoints/hospital_front_rgb_finetune/best.pt,4.43,0.3933,-0.2391,0.0983,-0.0059,0.5413,,,gnm_closed_loop,0.2,-0.2391,False,0,,hospital_h21_repair,,collector=hospital_front_rgb_finetune;difficulty=near_desk_turn;route=repaired_K,,,,,,,False,h2_near_desk_K,5.4085,True,0.3933,-0.2391,0.2,-0.2391,True,armed,False,
h21_ft_K_b_20260710_031001,80,11.050001,1783649428.715589,0.300056,-4.437597,-0.0,1.570101,0.2,-0.2391,0.199249,0.013417,camera_link,11.050001,gnm_closed_loop,,nominal,,True,ok,checkpoints/hospital_front_rgb_finetune/best.pt,4.43,0.3933,-0.2391,0.0983,-0.0059,0.5413,,,gnm_closed_loop,0.2,-0.2391,False,0,,hospital_h21_repair,,collector=hospital_front_rgb_finetune;difficulty=near_desk_turn;route=repaired_K,,,,,,,False,h2_near_desk_K,5.4055,True,0.3933,-0.2391,0.2,-0.2391,True,armed,False,
h21_ft_K_b_20260710_031001,81,11.066667,1783649428.737314,0.300058,-4.434281,-0.0,1.570089,0.2,-0.2583,0.199184,0.013272,camera_link,11.066667,gnm_closed_loop,,nominal,,True,ok,checkpoints/hospital_front_rgb_finetune/best.pt,5.87,0.3972,-0.2583,0.0993,-0.0064,0.5431,,,gnm_closed_loop,0.2,-0.2583,False,0,,hospital_h21_repair,,collector=hospital_front_rgb_finetune;difficulty=near_desk_turn;route=repaired_K,,,,,,,False,h2_near_desk_K,5.4025,True,0.3972,-0.2583,0.2,-0.2583,True,armed,False,
