prob_threshold,stable_k,policy,episodes,SR_percent,OSR_percent,NE_m,TL_m,stop_fired,mean_stop_step
0.10,2,temporal_neural_stop_head,15,26.7,26.7,5.12,1.70,15,9.3
0.20,2,temporal_neural_stop_head,15,26.7,26.7,4.93,2.21,15,12.3
0.30,2,temporal_neural_stop_head,15,26.7,26.7,4.83,2.43,15,13.7
0.40,2,temporal_neural_stop_head,15,26.7,26.7,4.73,3.23,15,19.3
0.50,2,temporal_neural_stop_head,15,20.0,26.7,4.87,3.68,15,22.7
0.60,2,temporal_neural_stop_head,15,20.0,26.7,4.94,3.91,14,23.5
0.70,2,temporal_neural_stop_head,15,13.3,26.7,5.93,5.18,12,25.2
0.80,2,temporal_neural_stop_head,15,13.3,26.7,5.74,5.53,12,28.7
0.90,2,temporal_neural_stop_head,15,6.7,26.7,5.94,6.19,10,30.4
