episode_id,step_idx,sim_time,wall_time,robot_position_x,robot_position_y,robot_position_z,robot_yaw,linear_velocity_cmd,angular_velocity_cmd,odom_linear_velocity,odom_angular_velocity,camera_frame_id,image_timestamp,policy_mode,stop_signal,safety_state,notes,shadow_gnm_enabled,shadow_gnm_status,shadow_gnm_model_path,shadow_gnm_latency_ms,shadow_gnm_candidate_linear_velocity,shadow_gnm_candidate_angular_velocity,shadow_gnm_candidate_waypoint_x,shadow_gnm_candidate_waypoint_y,shadow_gnm_goal_distance,shadow_gnm_confidence,shadow_gnm_error,actual_controller,actual_linear_velocity_cmd,actual_angular_velocity_cmd,goal_id,distance_to_goal_m,gnm_control_enabled,gnm_action_raw_linear_velocity,gnm_action_raw_angular_velocity,gnm_action_clipped_linear_velocity,gnm_action_clipped_angular_velocity,action_clipped,watchdog_state,emergency_stop_triggered,stop_reason
gnm_closed_loop_20260708_043548,50,14.050001,1783481751.779892,1.356448,-0.000418,-0.0,0.000229,0.2,0.074765,0.199717,-0.004753,camera_link,14.050001,gnm_closed_loop,,nominal,,True,ok,third_party/visualnav-transformer/model_weights/gnm/gnm.pth,14.02,0.3,0.0748,0.4936,0.037,4.99,,,gnm_closed_loop,0.2,0.074765,bringup_stage_goal_A,1.2483,True,0.3,0.074765,0.2,0.074765,True,armed,False,
gnm_closed_loop_20260708_043548,51,14.066667,1783481751.802091,1.359775,-0.000417,-0.0,0.000233,0.2,0.077401,0.199691,-0.00479,camera_link,14.066667,gnm_closed_loop,,nominal,,True,ok,third_party/visualnav-transformer/model_weights/gnm/gnm.pth,12.95,0.3,0.0774,0.4851,0.0376,5.01,,,gnm_closed_loop,0.2,0.077401,bringup_stage_goal_A,1.2452,True,0.3,0.077401,0.2,0.077401,True,armed,False,
gnm_closed_loop_20260708_043548,52,14.083334,1783481751.804265,1.363099,-0.000417,-0.0,0.00024,0.2,0.077401,0.199691,-0.00479,camera_link,14.083334,gnm_closed_loop,,nominal,,True,ok,third_party/visualnav-transformer/model_weights/gnm/gnm.pth,12.95,0.3,0.0774,0.4851,0.0376,5.01,,,gnm_closed_loop,0.2,0.077401,bringup_stage_goal_A,1.2422,True,0.3,0.077401,0.2,0.077401,True,armed,False,
gnm_closed_loop_20260708_043548,53,14.100001,1783481751.805998,1.366423,-0.000416,-0.0,0.000246,0.2,0.077401,0.199691,-0.00479,camera_link,14.100001,gnm_closed_loop,,nominal,,True,ok,third_party/visualnav-transformer/model_weights/gnm/gnm.pth,12.95,0.3,0.0774,0.4851,0.0376,5.01,,,gnm_closed_loop,0.2,0.077401,bringup_stage_goal_A,1.2391,True,0.3,0.077401,0.2,0.077401,True,armed,False,
gnm_closed_loop_20260708_043548,54,14.116667,1783481751.828411,1.36975,-0.000415,-0.0,0.000252,0.2,0.078985,0.19981,-0.005118,camera_link,14.116667,gnm_closed_loop,,nominal,,True,ok,third_party/visualnav-transformer/model_weights/gnm/gnm.pth,13.12,0.3,0.079,0.4775,0.0378,5.02,,,gnm_closed_loop,0.2,0.078985,bringup_stage_goal_A,1.2361,True,0.3,0.078985,0.2,0.078985,True,armed,False,
gnm_closed_loop_20260708_043548,55,14.133334,1783481751.830666,1.373075,-0.000414,-0.0,0.00026,0.2,0.078985,0.19981,-0.005118,camera_link,14.133334,gnm_closed_loop,,nominal,,True,ok,third_party/visualnav-transformer/model_weights/gnm/gnm.pth,13.12,0.3,0.079,0.4775,0.0378,5.02,,,gnm_closed_loop,0.2,0.078985,bringup_stage_goal_A,1.233,True,0.3,0.078985,0.2,0.078985,True,armed,False,
gnm_closed_loop_20260708_043548,56,14.150001,1783481751.83309,1.3764,-0.000414,-0.0,0.000268,0.2,0.078985,0.19981,-0.005118,camera_link,14.150001,gnm_closed_loop,,nominal,,True,ok,third_party/visualnav-transformer/model_weights/gnm/gnm.pth,13.12,0.3,0.079,0.4775,0.0378,5.02,,,gnm_closed_loop,0.2,0.078985,bringup_stage_goal_A,1.23,True,0.3,0.078985,0.2,0.078985,True,armed,False,
gnm_closed_loop_20260708_043548,57,14.166667,1783481751.854775,1.379725,-0.000413,-0.0,0.000275,0.2,0.079228,0.199846,-0.006337,camera_link,14.166667,gnm_closed_loop,,nominal,,True,ok,third_party/visualnav-transformer/model_weights/gnm/gnm.pth,12.87,0.3,0.0792,0.4726,0.0375,5.05,,,gnm_closed_loop,0.2,0.079228,bringup_stage_goal_A,1.227,True,0.3,0.079228,0.2,0.079228,True,armed,False,
gnm_closed_loop_20260708_043548,58,14.183334,1783481751.857129,1.383048,-0.000412,-0.0,0.000281,0.2,0.079228,0.199846,-0.006337,camera_link,14.183334,gnm_closed_loop,,nominal,,True,ok,third_party/visualnav-transformer/model_weights/gnm/gnm.pth,12.87,0.3,0.0792,0.4726,0.0375,5.05,,,gnm_closed_loop,0.2,0.079228,bringup_stage_goal_A,1.2239,True,0.3,0.079228,0.2,0.079228,True,armed,False,
gnm_closed_loop_20260708_043548,59,14.200001,1783481751.858909,1.386377,-0.000411,0.0,0.000288,0.2,0.079228,0.199846,-0.006337,camera_link,14.200001,gnm_closed_loop,,nominal,,True,ok,third_party/visualnav-transformer/model_weights/gnm/gnm.pth,12.87,0.3,0.0792,0.4726,0.0375,5.05,,,gnm_closed_loop,0.2,0.079228,bringup_stage_goal_A,1.2209,True,0.3,0.079228,0.2,0.079228,True,armed,False,
