step,raw_vx,raw_wz,safe_vx,safe_wz,intervened,inference_ms,cbf_ms
66,0.3000,0.0875,0.3000,0.0801,0,2329.57,0.05
67,0.3000,0.0823,0.3000,0.0808,0,2367.65,0.05
68,0.3000,0.0748,0.3000,0.0790,0,2277.67,0.05
69,0.3000,0.0467,0.3000,0.0693,0,609.80,0.05
70,0.3000,0.0551,0.3000,0.0650,0,98.97,0.05
71,0.3000,0.0372,0.3000,0.0567,0,16.14,0.04
72,0.3000,0.1006,0.3000,0.0699,0,83.72,0.05
73,0.3000,0.0926,0.3000,0.0767,0,21.58,0.05
74,0.3000,0.0554,0.3000,0.0703,0,173.54,0.05
75,0.3000,0.0600,0.3000,0.0672,0,41.61,0.05
76,0.3000,0.0404,0.3000,0.0592,0,1903.26,0.06
77,0.3000,0.0836,0.3000,0.0665,0,2268.62,0.07
78,0.3000,0.0357,0.3000,0.0573,0,2268.58,0.07
79,0.3000,0.0337,0.3000,0.0502,0,1736.17,0.06
80,0.3000,0.0238,0.3000,0.0423,0,191.60,0.06
81,0.3000,0.1151,0.3000,0.0641,0,590.04,0.06
82,0.3000,0.0384,0.3000,0.0564,0,2284.59,0.06
83,0.3000,0.0696,0.3000,0.0604,0,1661.62,0.06
84,0.3000,0.1425,0.3000,0.0850,0,26.26,0.06
85,0.3000,0.0796,0.3000,0.0834,0,1813.97,0.06
86,0.3000,0.0830,0.3000,0.0833,0,2248.58,0.06
87,0.3000,0.0845,0.3000,0.0836,0,212.73,0.06
88,0.3000,0.0666,0.3000,0.0785,0,30.50,0.06
89,0.3000,0.0644,0.3000,0.0743,0,2293.54,0.05
90,0.3000,0.0875,0.3000,0.0782,0,2067.52,0.05
91,0.3000,0.0481,0.3000,0.0692,0,7.82,0.05
92,0.3000,0.0486,0.3000,0.0630,0,11.45,0.04
93,0.3000,0.0611,0.3000,0.0624,0,37.02,0.05
94,0.3000,0.1358,0.3000,0.0845,0,125.71,0.06
95,0.3000,0.0383,0.3000,0.0706,0,2277.68,0.05
96,0.3000,0.0992,0.3000,0.0792,0,2056.11,0.05
97,0.3000,0.0640,0.3000,0.0746,0,9.56,0.04
98,0.3000,0.1341,0.3000,0.0925,0,1057.49,0.06
99,0.3000,0.0596,0.3000,0.0826,0,2324.63,0.06
100,0.3000,0.0353,0.3000,0.0684,0,1351.59,0.06
101,0.3000,0.1376,0.3000,0.0892,0,105.14,0.07
102,0.3000,0.0553,0.3000,0.0790,0,76.06,0.06
103,0.3000,0.0346,0.3000,0.0657,0,1580.60,0.06
104,0.3000,0.0680,0.3000,0.0664,0,2280.62,0.06
105,0.3000,0.0386,0.3000,0.0581,0,262.26,0.97
106,0.3000,0.0868,0.3000,0.0667,0,185.03,0.06
107,0.3000,0.0528,0.3000,0.0625,0,2275.60,0.05
108,0.3000,0.1162,0.3000,0.0786,0,2259.66,0.06
109,0.3000,0.0867,0.3000,0.0810,0,2324.68,0.05
110,0.3000,0.0357,0.3000,0.0674,0,1580.62,0.05
111,0.3000,0.0603,0.3000,0.0653,0,2287.77,0.05
112,0.3000,0.0942,0.3000,0.0740,0,2251.00,0.05
113,0.3000,0.1010,0.3000,0.0821,0,2006.42,0.06
114,0.3000,0.0748,0.3000,0.0799,0,1864.67,0.06
115,0.3000,0.0572,0.3000,0.0731,0,30.48,0.15
116,0.3000,0.1038,0.3000,0.0823,0,966.57,0.06
117,0.3000,0.1712,0.3000,0.1090,0,2258.64,0.05
118,0.3000,0.0802,0.3000,0.1004,0,1164.80,0.05
119,0.3000,0.0706,0.3000,0.0914,0,118.60,0.05
120,0.3000,0.0724,0.3000,0.0857,0,108.45,0.05
121,0.3000,0.0819,0.3000,0.0846,0,2056.89,0.05
122,0.3000,0.0275,0.3000,0.0675,0,2180.42,0.05
123,0.3000,0.0531,0.3000,0.0631,0,2373.00,0.06
124,0.3000,0.0334,0.3000,0.0542,0,1611.63,0.06
125,0.3000,0.0785,0.3000,0.0615,0,372.89,0.06
126,0.3000,0.1307,0.3000,0.0823,0,95.29,0.06
127,0.3000,0.0902,0.3000,0.0846,0,137.70,0.05
128,0.3000,0.0274,0.3000,0.0675,0,2274.26,0.05
129,0.3000,0.0738,0.3000,0.0694,0,1802.43,0.05
130,0.3000,0.0606,0.3000,0.0667,0,123.82,0.05
131,0.3000,0.0459,0.3000,0.0605,0,779.79,0.05
132,0.3000,0.0603,0.3000,0.0604,0,2286.71,0.05
133,0.3000,0.0378,0.3000,0.0536,0,2272.77,0.06
134,0.3000,0.0963,0.3000,0.0664,0,2277.58,0.06
135,0.3000,0.0799,0.3000,0.0705,0,2282.07,0.06
136,0.3000,0.0546,0.3000,0.0657,0,2307.11,0.06
137,0.3000,0.0239,0.3000,0.0531,0,1015.52,0.06
138,0.3000,0.0349,0.3000,0.0477,0,324.78,0.06
139,0.3000,0.0278,0.3000,0.0417,0,1489.52,0.06
140,0.3000,0.1257,0.3000,0.0669,0,2271.59,0.06
141,0.3000,0.0520,0.3000,0.0624,0,292.33,0.05
142,0.3000,0.0900,0.3000,0.0707,0,756.97,0.05
143,0.3000,0.1073,0.3000,0.0817,0,2274.72,0.05
144,0.3000,0.0395,0.3000,0.0690,0,718.52,0.05
145,0.3000,0.1077,0.3000,0.0806,0,783.41,0.05
146,0.3000,0.0206,0.3000,0.0626,0,86.84,0.05
147,0.3000,0.0296,0.3000,0.0527,0,100.97,0.05
148,0.3000,0.0657,0.3000,0.0566,0,47.67,0.05
149,0.3000,0.1044,0.3000,0.0709,0,17.68,0.04
150,0.3000,0.0582,0.3000,0.0671,0,1344.99,0.05
151,0.3000,0.0133,0.3000,0.0510,0,2288.42,0.05
152,0.3000,0.0057,0.3000,0.0374,0,1153.73,0.06
153,0.3000,0.0658,0.3000,0.0459,0,2258.58,0.06
154,0.3000,0.0885,0.3000,0.0587,0,1405.64,0.06
155,0.3000,0.0048,0.3000,0.0425,0,2340.58,0.06
156,0.3000,0.0242,0.3000,0.0370,0,2085.37,0.05
157,0.3000,0.0671,0.3000,0.0461,0,18.07,0.05
158,0.3000,0.0701,0.3000,0.0533,0,46.35,0.05
159,0.3000,0.0462,0.3000,0.0511,0,168.33,0.05
160,0.3000,0.1103,0.3000,0.0689,0,55.75,0.05
161,0.3000,0.0623,0.3000,0.0669,0,64.16,0.05
162,0.3000,0.0210,0.3000,0.0531,0,740.64,0.05
163,0.3000,0.0587,0.3000,0.0548,0,2304.68,0.05
164,0.3000,0.0864,0.3000,0.0643,0,941.42,0.05
165,0.3000,0.1244,0.3000,0.0823,0,21.89,0.05
166,0.3000,0.1283,0.3000,0.0961,0,97.78,0.05
167,0.3000,0.0323,0.3000,0.0770,0,120.62,0.05
168,0.3000,0.0708,0.3000,0.0751,0,1544.70,0.05
169,0.3000,0.1031,0.3000,0.0835,0,2295.66,0.05
170,0.3000,0.0347,0.3000,0.0689,0,670.28,0.04
171,0.3000,0.0601,0.3000,0.0662,0,225.85,0.05
172,0.3000,0.0282,0.3000,0.0548,0,25.56,0.05
173,0.3000,0.1063,0.3000,0.0703,0,1546.18,0.06
174,0.3000,0.0557,0.3000,0.0659,0,2261.60,0.06
175,0.3000,0.0376,0.3000,0.0574,0,2321.54,0.05
176,0.3000,0.0854,0.3000,0.0658,0,2192.80,0.07
177,0.3000,0.0389,0.3000,0.0577,0,155.53,0.06
178,0.3000,0.0617,0.3000,0.0589,0,683.61,0.06
179,0.3000,0.1200,0.3000,0.0772,0,2315.61,0.06
180,0.3000,0.0476,0.3000,0.0684,0,2313.60,0.06
181,0.3000,0.1272,0.3000,0.0860,0,2320.66,0.05
182,0.3000,0.1400,0.3000,0.1022,0,1447.44,0.05
183,0.3000,0.0137,0.3000,0.0757,0,1502.91,0.05
184,0.3000,0.0349,0.3000,0.0634,0,2331.77,0.06
185,0.3000,0.1202,0.3000,0.0805,0,187.66,0.07
186,0.3000,0.0796,0.3000,0.0802,0,75.30,0.06
187,0.3000,0.0993,0.3000,0.0859,0,35.39,0.06
188,0.3000,0.0583,0.3000,0.0776,0,423.02,0.06
189,0.3000,0.0364,0.3000,0.0653,0,2292.61,0.06
190,0.3000,0.1234,0.3000,0.0827,0,1844.02,0.06
191,0.3000,0.1372,0.3000,0.0991,0,35.23,0.06
192,0.3000,0.0305,0.3000,0.0785,0,1783.53,0.06
193,0.3000,0.0318,0.3000,0.0645,0,2288.60,0.06
194,0.3000,0.0182,0.3000,0.0506,0,718.62,0.06
195,0.3000,0.0644,0.3000,0.0547,0,2309.59,0.06
196,0.3000,0.0987,0.3000,0.0679,0,2277.62,0.06
197,0.3000,0.0336,0.3000,0.0576,0,2282.60,0.06
198,0.3000,0.0601,0.3000,0.0583,0,1509.21,0.06
199,0.3000,0.1185,0.3000,0.0764,0,307.55,0.06
200,0.3000,0.0322,0.3000,0.0632,0,413.03,0.06
201,0.3000,0.0932,0.3000,0.0722,0,2275.63,0.06
202,0.3000,0.0968,0.3000,0.0796,0,2253.62,0.06
203,0.3000,0.1110,0.3000,0.0890,0,2274.60,0.06
204,0.3000,0.0738,0.3000,0.0845,0,2251.63,0.06
205,0.3000,0.1568,0.3000,0.1062,0,2264.59,0.06
206,0.3000,0.0390,0.3000,0.0860,0,2327.59,0.06
207,0.3000,0.0810,0.3000,0.0845,0,2316.64,0.05
208,0.3000,0.0427,0.3000,0.0720,0,1279.53,0.05
209,0.3000,0.0669,0.3000,0.0704,0,14.77,0.04
210,0.3000,0.0820,0.3000,0.0739,0,24.44,0.04
211,0.3000,0.0881,0.3000,0.0782,0,77.20,0.05
212,0.3000,0.1281,0.3000,0.0932,0,42.85,0.05
213,0.3000,0.1808,0.3000,0.1195,0,2306.40,0.05
214,0.3000,0.0494,0.3000,0.0984,0,1093.60,0.06
215,0.3000,0.1146,0.3000,0.1033,0,664.56,0.06
216,0.3000,0.0407,0.3000,0.0845,0,261.60,0.06
217,0.3000,0.0456,0.3000,0.0729,0,235.80,0.06
218,0.3000,0.0384,0.3000,0.0625,0,2239.61,0.06
219,0.3000,0.0758,0.3000,0.0665,0,2153.54,0.06
220,0.3000,0.0878,0.3000,0.0729,0,384.54,0.06
221,0.3000,0.0471,0.3000,0.0652,0,2247.74,0.06
222,0.3000,0.0468,0.3000,0.0596,0,1340.97,0.06
223,0.3000,0.0567,0.3000,0.0588,0,110.23,0.06
224,0.3000,0.1128,0.3000,0.0750,0,216.16,0.06
225,0.3000,0.0378,0.3000,0.0638,0,433.05,0.06
226,0.3000,0.0509,0.3000,0.0600,0,2241.62,0.06
227,0.3000,0.0725,0.3000,0.0637,0,1449.11,0.06
228,0.3000,0.1356,0.3000,0.0853,0,163.53,0.06
229,0.3000,0.1356,0.3000,0.1004,0,51.93,0.06
230,0.3000,0.0284,0.3000,0.0788,0,204.24,0.06
231,0.3000,0.1369,0.3000,0.0962,0,2078.23,0.07
232,0.3000,0.0692,0.3000,0.0881,0,2254.57,0.06
233,0.3000,0.0359,0.3000,0.0724,0,2272.63,0.06
234,0.3000,0.0419,0.3000,0.0633,0,1822.74,0.06
235,0.3000,0.0545,0.3000,0.0606,0,320.42,0.06
236,0.3000,0.0634,0.3000,0.0615,0,2302.61,0.06
237,0.3000,0.0818,0.3000,0.0676,0,2278.02,0.06
238,0.3000,0.0840,0.3000,0.0725,0,2255.15,0.05
239,0.3000,0.0574,0.3000,0.0680,0,1730.78,0.05
240,0.3000,0.0767,0.3000,0.0706,0,931.63,0.05
241,0.3000,0.0957,0.3000,0.0781,0,2264.68,0.05
242,0.3000,0.0971,0.3000,0.0838,0,949.53,0.05
243,0.3000,0.0462,0.3000,0.0725,0,2026.92,0.06
244,0.3000,0.0860,0.3000,0.0766,0,2264.52,0.05
245,0.3000,0.0826,0.3000,0.0784,0,332.41,0.05
246,0.3000,0.1043,0.3000,0.0862,0,36.74,0.05
247,0.3000,0.0596,0.3000,0.0782,0,63.46,0.05
248,0.3000,0.0839,0.3000,0.0799,0,1647.15,0.05
249,0.3000,0.0540,0.3000,0.0721,0,2306.68,0.05
250,0.3000,0.0117,0.3000,0.0540,0,2299.11,0.06
251,0.3000,0.0644,0.3000,0.0571,0,2378.21,0.06
252,0.3000,0.0371,0.3000,0.0511,0,2406.62,0.06
253,0.3000,0.0938,0.3000,0.0639,0,2248.16,0.06
254,0.3000,0.1208,0.3000,0.0810,0,57.04,0.06
255,0.3000,0.0971,0.3000,0.0858,0,2334.63,0.06
256,0.3000,0.0320,0.3000,0.0697,0,1559.95,0.06
257,0.3000,0.0020,0.3000,0.0494,0,1888.02,0.06
258,0.3000,0.0349,0.3000,0.0450,0,2302.85,0.06
259,0.3000,0.0248,0.3000,0.0389,0,202.70,0.06
260,0.3000,0.0793,0.3000,0.0511,0,84.60,0.06
261,0.3000,0.0358,0.3000,0.0465,0,1705.45,0.05
262,0.3000,0.1103,0.3000,0.0656,0,1906.45,0.05
263,0.3000,0.0545,0.3000,0.0623,0,36.84,0.05
264,0.3000,0.0713,0.3000,0.0650,0,114.87,0.05
265,0.3000,0.0211,0.3000,0.0518,0,1492.56,0.05
266,0.3000,0.1755,0.3000,0.0889,0,2289.96,0.06
267,0.3000,0.0410,0.3000,0.0746,0,491.40,0.07
268,0.3000,0.1342,0.3000,0.0924,0,1922.57,0.06
269,0.3000,0.0575,0.3000,0.0820,0,2300.61,0.07
270,0.3000,0.0508,0.3000,0.0726,0,2321.57,0.06
271,0.3000,0.0503,0.3000,0.0659,0,2287.60,0.06
272,0.3000,0.0829,0.3000,0.0710,0,494.63,0.06
273,0.3000,0.0283,0.3000,0.0582,0,2313.60,0.06
274,0.3000,0.0771,0.3000,0.0639,0,1379.64,0.05
275,0.3000,0.0691,0.3000,0.0654,0,129.98,0.06
276,0.3000,0.0481,0.3000,0.0602,0,155.10,0.06
277,0.3000,0.0612,0.3000,0.0605,0,133.79,0.06
278,0.3000,0.1206,0.3000,0.0786,0,2304.59,0.06
279,0.3000,0.1182,0.3000,0.0904,0,2248.88,0.06
280,0.3000,0.0847,0.3000,0.0887,0,2332.32,0.06
281,0.3000,0.0729,0.3000,0.0840,0,2069.95,0.05
282,0.3000,0.0949,0.3000,0.0873,0,2278.32,0.06
283,0.3000,0.0971,0.3000,0.0902,0,1706.37,0.05
284,0.3000,0.1135,0.3000,0.0972,0,37.93,0.05
285,0.3000,0.1347,0.3000,0.1085,0,1936.77,0.05
286,0.3000,0.1104,0.3000,0.1090,0,2248.66,0.05
287,0.3000,0.0936,0.3000,0.1044,0,108.14,0.05
288,0.3000,0.0282,0.3000,0.0816,0,122.03,0.05
289,0.3000,0.0321,0.3000,0.0667,0,22.37,0.04
290,0.3000,0.0484,0.3000,0.0612,0,1529.30,0.06
291,0.3000,0.0784,0.3000,0.0664,0,2301.60,0.06
292,0.3000,0.0839,0.3000,0.0716,0,2315.61,0.06
293,0.3000,0.0477,0.3000,0.0644,0,2319.61,0.06
294,0.3000,0.0237,0.3000,0.0522,0,2326.59,0.06
295,0.3000,0.0797,0.3000,0.0605,0,2284.63,0.07
296,0.3000,0.1121,0.3000,0.0760,0,2265.56,0.05
297,0.3000,0.0833,0.3000,0.0782,0,2217.15,0.05
298,0.3000,0.0767,0.3000,0.0777,0,145.31,0.05
299,0.3000,0.0383,0.3000,0.0659,0,12.13,0.04
