step,raw_vx,raw_wz,safe_vx,safe_wz,intervened,inference_ms,cbf_ms
43,0.3000,0.0808,0.3000,0.0751,0,661.62,0.05
44,0.3000,0.0571,0.3000,0.0697,0,484.16,0.05
45,0.3000,0.0171,0.3000,0.0539,0,2262.34,0.05
46,0.3000,0.0390,0.3000,0.0494,0,2308.74,0.06
47,0.3000,0.1123,0.3000,0.0683,0,2227.62,0.06
48,0.3000,0.0308,0.3000,0.0571,0,1610.88,0.05
49,0.3000,0.0321,0.3000,0.0496,0,13.22,0.05
50,0.3000,0.0869,0.3000,0.0608,0,14.86,0.04
51,0.3000,0.0968,0.3000,0.0716,0,13.65,0.04
52,0.3000,0.0507,0.3000,0.0653,0,17.93,0.04
53,0.3000,0.0593,0.3000,0.0635,0,116.07,0.05
54,0.3000,0.0613,0.3000,0.0628,0,33.40,0.05
55,0.3000,0.0219,0.3000,0.0506,0,18.08,0.05
56,0.3000,0.0898,0.3000,0.0623,0,2098.21,0.06
57,0.3000,0.0847,0.3000,0.0690,0,1366.60,0.06
58,0.3000,0.0781,0.3000,0.0718,0,629.37,0.06
59,0.3000,0.0548,0.3000,0.0667,0,205.87,0.06
60,0.3000,0.0390,0.3000,0.0584,0,33.61,0.06
61,0.3000,0.0368,0.3000,0.0519,0,300.75,0.06
62,0.3000,0.0372,0.3000,0.0475,0,1999.49,0.06
63,0.3000,0.1033,0.3000,0.0642,0,1558.19,0.06
64,0.3000,0.0513,0.3000,0.0604,0,1272.02,0.06
65,0.3000,0.1135,0.3000,0.0763,0,2258.61,0.06
66,0.3000,0.0957,0.3000,0.0821,0,854.63,0.06
67,0.3000,0.0392,0.3000,0.0693,0,23.85,0.05
68,0.3000,0.0477,0.3000,0.0628,0,35.47,0.05
69,0.3000,0.1125,0.3000,0.0777,0,1112.59,0.06
70,0.3000,0.0963,0.3000,0.0833,0,2301.65,0.07
71,0.3000,0.0588,0.3000,0.0759,0,1052.99,0.04
72,0.3000,0.1819,0.3000,0.1077,0,611.29,0.06
73,0.3000,0.1697,0.3000,0.1263,0,2291.63,0.06
74,0.3000,0.0974,0.3000,0.1176,0,2223.63,0.06
75,0.3000,0.1079,0.3000,0.1147,0,2428.59,0.06
76,0.3000,0.1192,0.3000,0.1161,0,3236.55,0.06
77,0.3000,0.1861,0.3000,0.1371,0,3925.66,0.05
78,0.3000,0.1493,0.3000,0.1407,0,3830.69,0.05
79,0.3000,0.0344,0.3000,0.1088,0,3961.71,0.05
80,0.3000,0.1072,0.3000,0.1083,0,4037.66,0.05
81,0.3000,0.0647,0.3000,0.0953,0,3983.68,0.05
82,0.3000,0.1073,0.3000,0.0989,0,4270.68,0.05
83,0.3000,0.1166,0.3000,0.1042,0,4153.75,0.06
84,0.3000,0.1113,0.3000,0.1063,0,4128.62,0.06
85,0.3000,0.0835,0.3000,0.0995,0,4050.59,0.05
86,0.3000,0.1174,0.3000,0.1049,0,3848.64,0.06
87,0.3000,0.1388,0.3000,0.1150,0,3830.62,0.05
88,0.3000,0.1131,0.3000,0.1145,0,4032.69,0.04
89,0.3000,0.1518,0.3000,0.1257,0,3737.76,0.06
90,0.3000,0.0678,0.3000,0.1083,0,3923.73,0.06
91,0.3000,0.0619,0.3000,0.0944,0,3963.65,0.06
92,0.3000,0.0175,0.3000,0.0713,0,4095.70,0.07
93,0.3000,0.1463,0.3000,0.0938,0,3818.59,0.06
94,0.3000,0.1649,0.3000,0.1151,0,3962.61,0.06
95,0.3000,0.0578,0.3000,0.0980,0,4093.60,0.06
96,0.3000,0.0587,0.3000,0.0862,0,4310.59,0.06
97,0.3000,0.0238,0.3000,0.0675,0,4211.63,0.06
98,0.3000,0.0488,0.3000,0.0619,0,4108.69,0.05
99,0.3000,0.1070,0.3000,0.0754,0,4330.60,0.06
100,0.3000,0.1618,0.3000,0.1013,0,4189.59,0.06
101,0.3000,0.1148,0.3000,0.1054,0,4070.54,0.05
102,0.3000,0.1369,0.3000,0.1148,0,4092.73,0.06
103,0.3000,0.0544,0.3000,0.0967,0,4092.60,0.05
104,0.3000,0.0855,0.3000,0.0934,0,4222.65,0.05
105,0.3000,0.0796,0.3000,0.0892,0,3973.68,0.05
106,0.3000,0.1232,0.3000,0.0994,0,3939.71,0.05
107,0.3000,0.0683,0.3000,0.0901,0,3844.64,0.05
108,0.3000,0.0964,0.3000,0.0920,0,3703.68,0.05
109,0.3000,0.0605,0.3000,0.0825,0,3545.67,0.05
110,0.3000,0.0673,0.3000,0.0780,0,3545.70,0.05
111,0.3000,0.1207,0.3000,0.0908,0,3585.79,0.07
112,0.3000,0.0642,0.3000,0.0828,0,3956.57,0.06
113,0.3000,0.0877,0.3000,0.0843,0,4006.60,0.06
114,0.3000,0.0745,0.3000,0.0813,0,3748.60,0.06
115,0.3000,0.0228,0.3000,0.0638,0,3708.60,0.07
116,0.3000,0.0808,0.3000,0.0689,0,3962.60,0.06
117,0.3000,0.1125,0.3000,0.0820,0,3568.61,0.06
118,0.3000,0.0916,0.3000,0.0848,0,3682.63,0.06
119,0.3000,0.1303,0.3000,0.0985,0,3894.60,0.06
120,0.3000,0.0356,0.3000,0.0796,0,3780.62,0.06
121,0.3000,0.0411,0.3000,0.0681,0,3811.59,0.06
122,0.3000,0.0638,0.3000,0.0668,0,3710.30,0.06
123,0.3000,0.0876,0.3000,0.0730,0,3742.09,0.05
124,0.3000,0.1096,0.3000,0.0840,0,3881.48,0.06
125,0.3000,0.0607,0.3000,0.0770,0,3872.60,0.06
126,0.3000,0.0359,0.3000,0.0647,0,3843.60,0.06
127,0.3000,0.0767,0.3000,0.0683,0,3425.62,0.06
128,0.3000,0.1607,0.3000,0.0960,0,3710.63,0.06
129,0.3000,0.0800,0.3000,0.0912,0,3611.03,0.06
130,0.3000,0.0532,0.3000,0.0798,0,3697.19,0.06
131,0.3000,0.0498,0.3000,0.0708,0,3583.59,0.06
132,0.3000,0.0701,0.3000,0.0706,0,3715.59,0.06
133,0.3000,0.0395,0.3000,0.0613,0,3663.62,0.06
134,0.3000,0.0893,0.3000,0.0697,0,3687.63,0.06
135,0.3000,0.0955,0.3000,0.0774,0,3866.53,0.05
136,0.3000,0.1041,0.3000,0.0854,0,3867.70,0.05
137,0.3000,0.0433,0.3000,0.0728,0,3941.67,0.04
138,0.3000,0.0836,0.3000,0.0760,0,3790.77,0.05
139,0.3000,0.0869,0.3000,0.0793,0,3743.67,0.06
140,0.3000,0.0732,0.3000,0.0775,0,3653.68,0.05
141,0.3000,0.0780,0.3000,0.0776,0,3791.68,0.05
142,0.3000,0.0842,0.3000,0.0796,0,3676.67,0.05
143,0.3000,0.0452,0.3000,0.0693,0,3718.69,0.05
144,0.3000,0.0893,0.3000,0.0753,0,3794.69,0.05
145,0.3000,0.1699,0.3000,0.1037,0,3652.71,0.05
146,0.3000,0.0862,0.3000,0.0984,0,3951.65,0.05
147,0.3000,0.0692,0.3000,0.0897,0,4083.70,0.05
148,0.3000,0.1042,0.3000,0.0940,0,4100.71,0.05
149,0.3000,0.0535,0.3000,0.0819,0,3961.82,0.06
150,0.3000,0.0187,0.3000,0.0629,0,3982.56,0.07
151,0.3000,0.0747,0.3000,0.0665,0,3765.61,0.06
152,0.3000,0.0114,0.3000,0.0499,0,3846.62,0.07
153,0.3000,0.0574,0.3000,0.0522,0,3851.58,0.07
154,0.3000,0.0772,0.3000,0.0597,0,3879.58,0.06
155,0.3000,0.1487,0.3000,0.0864,0,3883.63,0.07
156,0.3000,0.0539,0.3000,0.0766,0,3910.58,0.06
157,0.3000,0.1054,0.3000,0.0853,0,4006.59,0.07
158,0.3000,0.0581,0.3000,0.0771,0,3664.59,0.06
159,0.3000,0.0241,0.3000,0.0612,0,3837.55,0.06
160,0.3000,0.1202,0.3000,0.0789,0,3932.62,0.07
161,0.3000,0.0414,0.3000,0.0677,0,4155.56,0.06
162,0.3000,0.0032,0.3000,0.0483,0,4086.50,0.06
163,0.3000,0.0379,0.3000,0.0452,0,4095.70,0.06
164,0.3000,0.0642,0.3000,0.0509,0,3732.61,0.05
165,0.3000,0.1250,0.3000,0.0731,0,3719.78,0.06
166,0.3000,0.0984,0.3000,0.0807,0,3873.61,0.06
167,0.3000,0.0553,0.3000,0.0731,0,3899.08,0.06
168,0.3000,0.1091,0.3000,0.0839,0,3635.61,0.06
169,0.3000,0.0459,0.3000,0.0725,0,3789.54,0.05
170,0.3000,0.0490,0.3000,0.0654,0,3917.68,0.05
171,0.3000,0.0684,0.3000,0.0663,0,3829.76,0.06
172,0.3000,0.0630,0.3000,0.0653,0,3721.61,0.06
173,0.3000,0.0680,0.3000,0.0661,0,3739.62,0.07
174,0.3000,0.0471,0.3000,0.0604,0,3732.57,0.06
175,0.3000,0.0867,0.3000,0.0683,0,3605.61,0.06
176,0.3000,0.0112,0.3000,0.0512,0,3688.60,0.06
177,0.3000,0.0687,0.3000,0.0564,0,3988.60,0.06
178,0.3000,0.0505,0.3000,0.0547,0,4183.63,0.06
179,0.3000,0.0875,0.3000,0.0645,0,3866.57,0.06
180,0.3000,0.0471,0.3000,0.0593,0,3811.62,0.06
181,0.3000,0.0409,0.3000,0.0538,0,3654.61,0.06
182,0.3000,0.0209,0.3000,0.0439,0,3822.61,0.06
183,0.3000,0.0382,0.3000,0.0422,0,3885.61,0.06
184,0.3000,0.0756,0.3000,0.0522,0,3750.63,0.07
185,0.3000,0.0816,0.3000,0.0610,0,3973.57,0.06
186,0.3000,0.0686,0.3000,0.0633,0,3937.62,0.06
187,0.3000,0.0429,0.3000,0.0572,0,4073.62,0.06
188,0.3000,0.0320,0.3000,0.0496,0,3800.62,0.06
189,0.3000,0.0495,0.3000,0.0496,0,3847.53,0.05
190,0.3000,0.0424,0.3000,0.0474,0,3945.74,0.06
191,0.3000,0.0894,0.3000,0.0600,0,3825.62,0.06
192,0.3000,0.0353,0.3000,0.0526,0,3939.61,0.06
193,0.3000,0.1028,0.3000,0.0677,0,3835.57,0.05
194,0.3000,0.0545,0.3000,0.0637,0,3921.69,0.05
195,0.3000,0.0744,0.3000,0.0669,0,3772.79,0.06
196,0.3000,0.1117,0.3000,0.0803,0,3863.54,0.06
197,0.3000,0.0626,0.3000,0.0750,0,3992.59,0.06
198,0.3000,0.0131,0.3000,0.0565,0,4147.59,0.06
199,0.3000,0.0390,0.3000,0.0512,0,3934.64,0.06
200,0.3000,0.0778,0.3000,0.0592,0,4281.57,0.06
201,0.3000,0.0628,0.3000,0.0603,0,4045.61,0.06
202,0.3000,0.0031,0.3000,0.0431,0,3834.62,0.07
203,0.3000,0.0599,0.3000,0.0482,0,3633.55,0.06
204,0.3000,0.0251,0.3000,0.0412,0,3852.61,0.06
205,0.3000,0.0045,0.3000,0.0302,0,3933.61,0.06
206,0.3000,0.0384,0.3000,0.0327,0,3801.66,0.06
207,0.3000,0.0164,0.3000,0.0278,0,4025.53,0.06
208,0.3000,0.0102,0.3000,0.0225,0,3536.44,0.05
209,0.3000,0.0884,0.3000,0.0423,0,29.16,0.06
210,0.3000,0.0551,0.3000,0.0461,0,17.79,0.06
211,0.3000,0.0559,0.3000,0.0491,0,11.40,0.07
212,0.3000,0.0701,0.3000,0.0554,0,11.13,0.06
213,0.3000,0.1170,0.3000,0.0739,0,11.09,0.06
214,0.3000,0.0362,0.3000,0.0626,0,11.15,0.06
215,0.3000,0.1109,0.3000,0.0771,0,10.89,0.05
216,0.3000,0.0904,0.3000,0.0811,0,10.68,0.06
217,0.3000,0.0678,0.3000,0.0771,0,10.76,0.06
218,0.3000,0.0479,0.3000,0.0683,0,11.10,0.06
219,0.3000,0.0833,0.3000,0.0728,0,10.80,0.05
220,0.3000,0.0355,0.3000,0.0616,0,10.67,0.06
221,0.3000,0.0916,0.3000,0.0706,0,10.81,0.06
222,0.3000,0.0557,0.3000,0.0661,0,10.48,0.05
223,0.3000,0.0422,0.3000,0.0590,0,10.44,0.05
224,0.3000,0.0805,0.3000,0.0654,0,10.43,0.05
225,0.3000,0.0649,0.3000,0.0653,0,10.59,0.05
226,0.3000,0.1068,0.3000,0.0777,0,10.86,0.06
227,0.3000,0.1053,0.3000,0.0860,0,10.90,0.06
228,0.3000,0.0536,0.3000,0.0763,0,10.99,0.06
229,0.3000,0.0390,0.3000,0.0651,0,10.96,0.06
230,0.3000,0.0538,0.3000,0.0617,0,10.90,0.06
231,0.3000,0.0569,0.3000,0.0603,0,10.85,0.12
232,0.3000,0.0687,0.3000,0.0628,0,10.97,0.06
233,0.3000,0.0471,0.3000,0.0581,0,11.02,0.06
234,0.3000,0.0899,0.3000,0.0676,0,11.00,0.06
235,0.3000,0.0558,0.3000,0.0641,0,10.93,0.06
236,0.3000,0.0517,0.3000,0.0604,0,10.88,0.06
237,0.3000,0.0835,0.3000,0.0673,0,10.82,0.06
238,0.3000,0.0987,0.3000,0.0767,0,11.06,0.06
239,0.3000,0.0505,0.3000,0.0689,0,11.05,0.06
240,0.3000,0.0732,0.3000,0.0702,0,10.76,0.06
241,0.3000,0.0418,0.3000,0.0617,0,10.80,0.06
242,0.3000,0.0519,0.3000,0.0587,0,10.71,0.06
243,0.3000,0.0662,0.3000,0.0610,0,10.59,0.05
244,0.3000,0.0823,0.3000,0.0674,0,10.70,0.05
245,0.3000,0.0207,0.3000,0.0534,0,10.70,0.05
246,0.3000,0.0337,0.3000,0.0475,0,10.53,0.05
247,0.3000,0.0296,0.3000,0.0421,0,11.00,0.05
248,0.3000,0.0526,0.3000,0.0453,0,10.52,0.05
249,0.3000,0.0780,0.3000,0.0551,0,10.49,0.05
250,0.3000,0.0357,0.3000,0.0493,0,10.74,0.05
251,0.3000,0.0281,0.3000,0.0429,0,10.76,0.05
252,0.3000,0.0551,0.3000,0.0466,0,10.77,0.06
253,0.3000,0.0922,0.3000,0.0603,0,11.23,0.06
254,0.3000,0.0065,0.3000,0.0441,0,10.76,0.05
255,0.3000,0.0715,0.3000,0.0523,0,10.72,0.05
256,0.3000,0.0391,0.3000,0.0484,0,10.58,0.05
257,0.3000,0.0112,0.3000,0.0372,0,10.46,0.05
258,0.3000,0.0445,0.3000,0.0394,0,10.53,0.05
259,0.3000,0.0273,0.3000,0.0357,0,10.48,0.05
260,0.3000,0.0732,0.3000,0.0470,0,10.43,0.05
261,0.3000,0.1080,0.3000,0.0653,0,10.39,0.05
262,0.3000,0.0969,0.3000,0.0748,0,10.64,0.05
263,0.3000,0.0676,0.3000,0.0726,0,10.44,0.05
264,0.3000,0.0313,0.3000,0.0602,0,10.39,0.05
265,0.3000,0.0547,0.3000,0.0585,0,10.45,0.05
266,0.3000,0.0520,0.3000,0.0566,0,10.33,0.05
267,0.3000,0.0846,0.3000,0.0650,0,10.48,0.06
268,0.3000,0.0690,0.3000,0.0662,0,10.46,0.05
269,0.3000,0.0508,0.3000,0.0616,0,10.67,0.05
270,0.3000,0.0480,0.3000,0.0575,0,10.77,0.06
271,0.3000,0.0926,0.3000,0.0680,0,10.60,0.06
272,0.3000,0.0352,0.3000,0.0582,0,10.49,0.05
273,0.3000,0.1146,0.3000,0.0751,0,10.96,0.06
274,0.3000,0.0773,0.3000,0.0758,0,10.47,0.05
275,0.3000,0.1097,0.3000,0.0859,0,10.39,0.05
276,0.3000,0.0708,0.3000,0.0814,0,10.48,0.05
277,0.3000,0.0496,0.3000,0.0719,0,10.43,0.05
278,0.3000,0.1213,0.3000,0.0867,0,10.33,0.05
279,0.3000,0.1341,0.3000,0.1009,0,10.47,0.05
280,0.3000,0.0852,0.3000,0.0962,0,10.52,0.05
281,0.3000,0.1123,0.3000,0.1010,0,10.40,0.05
282,0.3000,0.0709,0.3000,0.0920,0,10.48,0.05
283,0.3000,0.0345,0.3000,0.0747,0,10.58,0.05
284,0.3000,0.0347,0.3000,0.0627,0,10.33,0.05
285,0.3000,0.0419,0.3000,0.0565,0,10.44,0.05
286,0.3000,0.0555,0.3000,0.0562,0,10.58,0.05
287,0.3000,0.0893,0.3000,0.0661,0,10.43,0.05
288,0.3000,0.0393,0.3000,0.0581,0,10.41,0.05
289,0.3000,0.1228,0.3000,0.0775,0,10.40,0.05
290,0.3000,0.0468,0.3000,0.0683,0,10.46,0.05
291,0.3000,0.0499,0.3000,0.0628,0,10.43,0.05
292,0.3000,0.0266,0.3000,0.0519,0,10.42,0.05
293,0.3000,0.0676,0.3000,0.0566,0,10.92,0.06
294,0.3000,0.0850,0.3000,0.0651,0,10.46,0.05
295,0.3000,0.0705,0.3000,0.0667,0,10.53,0.05
296,0.3000,0.0730,0.3000,0.0686,0,10.42,0.05
297,0.3000,0.0922,0.3000,0.0757,0,10.54,0.05
298,0.3000,0.1251,0.3000,0.0905,0,10.48,0.05
299,0.3000,0.1801,0.3000,0.1174,0,10.56,0.05
