prob_threshold,stable_k,policy,episodes,SR_percent,OSR_percent,NE_m,TL_m,stop_fired,mean_stop_step
0.10,1,temporal_neural_stop_head,15,20.0,20.0,5.95,0.26,15,0.4
0.20,1,temporal_neural_stop_head,15,20.0,20.0,5.93,0.32,15,0.7
0.30,1,temporal_neural_stop_head,15,20.0,20.0,5.89,0.39,15,1.1
0.40,1,temporal_neural_stop_head,15,20.0,20.0,5.82,0.52,15,1.9
0.50,1,temporal_neural_stop_head,15,20.0,20.0,5.75,0.85,15,4.4
0.60,1,temporal_neural_stop_head,15,26.7,26.7,5.28,1.43,15,8.1
0.70,1,temporal_neural_stop_head,15,26.7,26.7,5.06,2.30,15,13.6
0.80,1,temporal_neural_stop_head,15,13.3,26.7,5.44,4.47,14,24.8
0.90,1,temporal_neural_stop_head,15,13.3,40.0,6.53,7.87,5,45.2
