prob_threshold,stable_k,policy,episodes,SR_percent,OSR_percent,NE_m,TL_m,stop_fired,mean_stop_step
0.10,3,temporal_neural_stop_head,15,26.7,26.7,5.07,2.07,15,11.7
0.20,3,temporal_neural_stop_head,15,26.7,26.7,4.83,2.53,15,14.6
0.30,3,temporal_neural_stop_head,15,26.7,26.7,4.86,3.72,14,19.4
0.40,3,temporal_neural_stop_head,15,26.7,26.7,4.90,4.10,13,21.5
0.50,3,temporal_neural_stop_head,15,13.3,26.7,5.26,4.71,11,20.4
0.60,3,temporal_neural_stop_head,15,6.7,26.7,6.04,5.97,10,27.3
0.70,3,temporal_neural_stop_head,15,6.7,26.7,6.28,6.35,9,29.4
0.80,3,temporal_neural_stop_head,15,0.0,26.7,6.68,6.86,8,34.1
0.90,3,temporal_neural_stop_head,15,6.7,33.3,6.57,7.17,7,36.4
