episode_id,step_idx,sim_time,wall_time,robot_position_x,robot_position_y,robot_position_z,robot_yaw,linear_velocity_cmd,angular_velocity_cmd,odom_linear_velocity,odom_angular_velocity,camera_frame_id,image_timestamp,policy_mode,stop_signal,safety_state,notes,shadow_gnm_enabled,shadow_gnm_status,shadow_gnm_model_path,shadow_gnm_latency_ms,shadow_gnm_candidate_linear_velocity,shadow_gnm_candidate_angular_velocity,shadow_gnm_candidate_waypoint_x,shadow_gnm_candidate_waypoint_y,shadow_gnm_goal_distance,shadow_gnm_confidence,shadow_gnm_error,actual_controller,actual_linear_velocity_cmd,actual_angular_velocity_cmd,collision_detected,collision_count_so_far,collision_body,experiment_id,pair_id,condition,stop_rule_name,stop_rule_threshold,stop_rule_k,stop_rule_ratio,initial_predicted_distance,normalized_predicted_distance,stop_triggered,goal_id,distance_to_goal_m,gnm_control_enabled,gnm_action_raw_linear_velocity,gnm_action_raw_angular_velocity,gnm_action_clipped_linear_velocity,gnm_action_clipped_angular_velocity,action_clipped,watchdog_state,emergency_stop_triggered,stop_reason
h2_td_I_r_20260709_193556,0,9.716667,1783622853.353197,2.272096,2.489673,0.041084,-3.117782,0.2,-0.0959,-0.000164,0.00038,camera_link,9.716667,gnm_closed_loop,,nominal,,True,ok,checkpoints/scene_holdout_mnv2_baseline/best.pt,4.42,0.9591,-0.0959,0.2398,-0.0057,0.5983,,,gnm_closed_loop,0.2,-0.0959,False,0,,hospital_h2_collection,,collector=topdown_incumbent_diagnostic;difficulty=occluded_corridor,,,,,,,False,h2_corridor_I,6.2721,True,0.9591,-0.0959,0.2,-0.0959,True,armed,False,
h2_td_I_r_20260709_193556,11,9.900001,1783622862.571003,2.238459,2.488849,0.041118,-3.117691,0.2,-0.0959,0.199181,0.005822,camera_link,9.900001,gnm_closed_loop,,nominal,,True,ok,checkpoints/scene_holdout_mnv2_baseline/best.pt,4.18,0.9591,-0.0959,0.2398,-0.0057,0.5983,,,gnm_closed_loop,0.2,-0.0959,True,22,/World/Hospital/SM_ReceptionDesk_01a_46/SM_ReceptionDesk_01a,hospital_h2_collection,,collector=topdown_incumbent_diagnostic;difficulty=occluded_corridor,,,,,,,False,h2_corridor_I,6.2385,True,0.9591,-0.0959,0.2,-0.0959,True,armed,False,
h2_td_I_r_20260709_193556,12,9.916667,1783622868.707879,2.235133,2.488768,0.041103,-3.117685,0.2,-0.0959,0.198827,-0.001051,camera_link,9.916667,gnm_closed_loop,,nominal,,True,ok,checkpoints/scene_holdout_mnv2_baseline/best.pt,4.69,0.9591,-0.0959,0.2398,-0.0057,0.5983,,,gnm_closed_loop,0.2,-0.0959,True,24,/World/Hospital/SM_ReceptionDesk_01a_46/SM_ReceptionDesk_01a,hospital_h2_collection,,collector=topdown_incumbent_diagnostic;difficulty=occluded_corridor,,,,,,,False,h2_corridor_I,6.2351,True,0.9591,-0.0959,0.2,-0.0959,True,armed,False,
h2_td_I_r_20260709_193556,13,9.933334,1783622868.710222,2.231849,2.488684,0.041131,-3.117728,0.2,-0.0959,0.198827,-0.001051,camera_link,9.933334,gnm_closed_loop,,nominal,,True,ok,checkpoints/scene_holdout_mnv2_baseline/best.pt,4.69,0.9591,-0.0959,0.2398,-0.0057,0.5983,,,gnm_closed_loop,0.2,-0.0959,True,26,/World/Hospital/SM_ReceptionDesk_01a_46/SM_ReceptionDesk_01a,hospital_h2_collection,,collector=topdown_incumbent_diagnostic;difficulty=occluded_corridor,,,,,,,False,h2_corridor_I,6.2319,True,0.9591,-0.0959,0.2,-0.0959,True,armed,False,
h2_td_I_r_20260709_193556,14,9.950001,1783622868.712221,2.230475,2.487825,0.04111,-3.128401,0.2,-0.0959,0.198827,-0.001051,camera_link,9.950001,gnm_closed_loop,,nominal,,True,ok,checkpoints/scene_holdout_mnv2_baseline/best.pt,4.69,0.9591,-0.0959,0.2398,-0.0057,0.5983,,,gnm_closed_loop,0.2,-0.0959,True,28,/World/Hospital/SM_ReceptionDesk_01a_46/SM_ReceptionDesk_01a,hospital_h2_collection,,collector=topdown_incumbent_diagnostic;difficulty=occluded_corridor,,,,,,,False,h2_corridor_I,6.2305,True,0.9591,-0.0959,0.2,-0.0959,True,armed,False,
h2_td_I_r_20260709_193556,15,9.966667,1783622874.854415,2.229323,2.487065,0.04114,-3.138234,0.2,-0.0959,0.08048,-0.684075,camera_link,9.966667,gnm_closed_loop,,nominal,,True,ok,checkpoints/scene_holdout_mnv2_baseline/best.pt,4.21,0.9591,-0.0959,0.2398,-0.0057,0.5983,,,gnm_closed_loop,0.2,-0.0959,True,30,/World/Hospital/SM_ReceptionDesk_01a_46/SM_ReceptionDesk_01a,hospital_h2_collection,,collector=topdown_incumbent_diagnostic;difficulty=occluded_corridor,,,,,,,False,h2_corridor_I,6.2293,True,0.9591,-0.0959,0.2,-0.0959,True,armed,False,
h2_td_I_r_20260709_193556,16,9.983334,1783622874.857612,2.22893,2.486616,0.041112,3.141588,0.2,-0.0959,0.08048,-0.684075,camera_link,9.983334,gnm_closed_loop,,nominal,,True,ok,checkpoints/scene_holdout_mnv2_baseline/best.pt,4.21,0.9591,-0.0959,0.2398,-0.0057,0.5983,,,gnm_closed_loop,0.2,-0.0959,True,32,/World/Hospital/SM_ReceptionDesk_01a_46/SM_ReceptionDesk_01a,hospital_h2_collection,,collector=topdown_incumbent_diagnostic;difficulty=occluded_corridor,,,,,,,False,h2_corridor_I,6.2289,True,0.9591,-0.0959,0.2,-0.0959,True,armed,False,
h2_td_I_r_20260709_193556,17,10.000001,1783622874.859658,2.22893,2.486616,0.041096,-3.141592,0.2,-0.0959,0.08048,-0.684075,camera_link,10.000001,gnm_closed_loop,,nominal,,True,ok,checkpoints/scene_holdout_mnv2_baseline/best.pt,4.21,0.9591,-0.0959,0.2398,-0.0057,0.5983,,,gnm_closed_loop,0.2,-0.0959,True,34,/World/Hospital/SM_ReceptionDesk_01a_46/SM_ReceptionDesk_01a,hospital_h2_collection,,collector=topdown_incumbent_diagnostic;difficulty=occluded_corridor,,,,,,,False,h2_corridor_I,6.2289,True,0.9591,-0.0959,0.2,-0.0959,True,armed,False,
h2_td_I_r_20260709_193556,18,10.016667,1783622887.140717,2.228923,2.486614,0.041104,-3.141589,0.2,-0.0959,-0.000927,0.006315,camera_link,10.016667,gnm_closed_loop,,nominal,,True,ok,checkpoints/scene_holdout_mnv2_baseline/best.pt,4.18,0.9591,-0.0959,0.2398,-0.0057,0.5983,,,gnm_closed_loop,0.2,-0.0959,True,36,/World/Hospital/SM_ReceptionDesk_01a_46/SM_ReceptionDesk_01a,hospital_h2_collection,,collector=topdown_incumbent_diagnostic;difficulty=occluded_corridor,,,,,,,False,h2_corridor_I,6.2289,True,0.9591,-0.0959,0.2,-0.0959,True,armed,False,
h2_td_I_r_20260709_193556,19,10.033334,1783622887.143063,2.228938,2.486595,0.041114,3.141589,0.2,-0.0959,-0.000927,0.006315,camera_link,10.033334,gnm_closed_loop,,nominal,,True,ok,checkpoints/scene_holdout_mnv2_baseline/best.pt,4.18,0.9591,-0.0959,0.2398,-0.0057,0.5983,,,gnm_closed_loop,0.2,-0.0959,True,38,/World/Hospital/SM_ReceptionDesk_01a_46/SM_ReceptionDesk_01a,hospital_h2_collection,,collector=topdown_incumbent_diagnostic;difficulty=occluded_corridor,,,,,,,False,h2_corridor_I,6.229,True,0.9591,-0.0959,0.2,-0.0959,True,armed,False,
h2_td_I_r_20260709_193556,20,10.050001,1783622887.145098,2.228934,2.486615,0.041088,-3.141581,0.2,-0.0959,-0.000927,0.006315,camera_link,10.050001,gnm_closed_loop,,nominal,,True,ok,checkpoints/scene_holdout_mnv2_baseline/best.pt,4.18,0.9591,-0.0959,0.2398,-0.0057,0.5983,,,gnm_closed_loop,0.2,-0.0959,True,40,/World/Hospital/SM_ReceptionDesk_01a_46/SM_ReceptionDesk_01a,hospital_h2_collection,,collector=topdown_incumbent_diagnostic;difficulty=occluded_corridor,,,,,,,False,h2_corridor_I,6.2289,True,0.9591,-0.0959,0.2,-0.0959,True,armed,False,
h2_td_I_r_20260709_193556,21,10.066667,1783622890.214364,2.228935,2.486611,0.041094,-3.141588,0.2,-0.0959,0.000751,-0.00326,camera_link,10.066667,gnm_closed_loop,,nominal,,True,ok,checkpoints/scene_holdout_mnv2_baseline/best.pt,4.41,0.9591,-0.0959,0.2398,-0.0057,0.5983,,,gnm_closed_loop,0.2,-0.0959,True,42,/World/Hospital/SM_ReceptionDesk_01a_46/SM_ReceptionDesk_01a,hospital_h2_collection,,collector=topdown_incumbent_diagnostic;difficulty=occluded_corridor,,,,,,,False,h2_corridor_I,6.2289,True,0.9591,-0.0959,0.2,-0.0959,True,armed,False,
h2_td_I_r_20260709_193556,22,10.083334,1783622890.216992,2.228935,2.486604,0.041089,3.141583,0.2,-0.0959,0.000751,-0.00326,camera_link,10.083334,gnm_closed_loop,,nominal,,True,ok,checkpoints/scene_holdout_mnv2_baseline/best.pt,4.41,0.9591,-0.0959,0.2398,-0.0057,0.5983,,,gnm_closed_loop,0.2,-0.0959,True,44,/World/Hospital/SM_ReceptionDesk_01a_46/SM_ReceptionDesk_01a,hospital_h2_collection,,collector=topdown_incumbent_diagnostic;difficulty=occluded_corridor,,,,,,,False,h2_corridor_I,6.2289,True,0.9591,-0.0959,0.2,-0.0959,True,armed,False,
h2_td_I_r_20260709_193556,23,10.100001,1783622890.219011,2.22893,2.486598,0.041099,3.141587,0.2,-0.0959,0.000751,-0.00326,camera_link,10.100001,gnm_closed_loop,,nominal,,True,ok,checkpoints/scene_holdout_mnv2_baseline/best.pt,4.41,0.9591,-0.0959,0.2398,-0.0057,0.5983,,,gnm_closed_loop,0.2,-0.0959,True,46,/World/Hospital/SM_ReceptionDesk_01a_46/SM_ReceptionDesk_01a,hospital_h2_collection,,collector=topdown_incumbent_diagnostic;difficulty=occluded_corridor,,,,,,,False,h2_corridor_I,6.2289,True,0.9591,-0.0959,0.2,-0.0959,True,armed,False,
h2_td_I_r_20260709_193556,24,10.116667,1783622890.237634,2.228933,2.486604,0.041094,-3.141592,0.2,-0.0959,-0.000397,0.002714,camera_link,10.116667,gnm_closed_loop,,nominal,,True,ok,checkpoints/scene_holdout_mnv2_baseline/best.pt,4.03,0.9591,-0.0959,0.2398,-0.0057,0.5983,,,gnm_closed_loop,0.2,-0.0959,True,48,/World/Hospital/SM_ReceptionDesk_01a_46/SM_ReceptionDesk_01a,hospital_h2_collection,,collector=topdown_incumbent_diagnostic;difficulty=occluded_corridor,,,,,,,False,h2_corridor_I,6.2289,True,0.9591,-0.0959,0.2,-0.0959,True,armed,False,
h2_td_I_r_20260709_193556,25,10.133334,1783622890.240192,2.228932,2.486611,0.041087,-3.141575,0.2,-0.0959,-0.000397,0.002714,camera_link,10.133334,gnm_closed_loop,,nominal,,True,ok,checkpoints/scene_holdout_mnv2_baseline/best.pt,4.03,0.9591,-0.0959,0.2398,-0.0057,0.5983,,,gnm_closed_loop,0.2,-0.0959,True,50,/World/Hospital/SM_ReceptionDesk_01a_46/SM_ReceptionDesk_01a,hospital_h2_collection,,collector=topdown_incumbent_diagnostic;difficulty=occluded_corridor,,,,,,,False,h2_corridor_I,6.2289,True,0.9591,-0.0959,0.2,-0.0959,True,armed,False,
h2_td_I_r_20260709_193556,26,10.150001,1783622890.242747,2.228933,2.486608,0.041088,-3.141591,0.2,-0.0959,-0.000397,0.002714,camera_link,10.150001,gnm_closed_loop,,nominal,,True,ok,checkpoints/scene_holdout_mnv2_baseline/best.pt,4.03,0.9591,-0.0959,0.2398,-0.0057,0.5983,,,gnm_closed_loop,0.2,-0.0959,True,52,/World/Hospital/SM_ReceptionDesk_01a_46/SM_ReceptionDesk_01a,hospital_h2_collection,,collector=topdown_incumbent_diagnostic;difficulty=occluded_corridor,,,,,,,False,h2_corridor_I,6.2289,True,0.9591,-0.0959,0.2,-0.0959,True,armed,False,
h2_td_I_r_20260709_193556,27,10.166667,1783622896.358237,2.228928,2.486605,0.0411,3.141579,0.2,-0.0959,-0.003709,0.004447,camera_link,10.166667,gnm_closed_loop,,nominal,,True,ok,checkpoints/scene_holdout_mnv2_baseline/best.pt,3.88,0.9591,-0.0959,0.2398,-0.0057,0.5983,,,gnm_closed_loop,0.2,-0.0959,True,54,/World/Hospital/SM_ReceptionDesk_01a_46/SM_ReceptionDesk_01a,hospital_h2_collection,,collector=topdown_incumbent_diagnostic;difficulty=occluded_corridor,,,,,,,False,h2_corridor_I,6.2289,True,0.9591,-0.0959,0.2,-0.0959,True,armed,False,
h2_td_I_r_20260709_193556,28,10.183334,1783622896.361915,2.228925,2.486603,0.041104,3.141575,0.2,-0.0959,-0.003709,0.004447,camera_link,10.183334,gnm_closed_loop,,nominal,,True,ok,checkpoints/scene_holdout_mnv2_baseline/best.pt,3.88,0.9591,-0.0959,0.2398,-0.0057,0.5983,,,gnm_closed_loop,0.2,-0.0959,True,56,/World/Hospital/SM_ReceptionDesk_01a_46/SM_ReceptionDesk_01a,hospital_h2_collection,,collector=topdown_incumbent_diagnostic;difficulty=occluded_corridor,,,,,,,False,h2_corridor_I,6.2289,True,0.9591,-0.0959,0.2,-0.0959,True,armed,False,
h2_td_I_r_20260709_193556,29,10.200001,1783622896.363914,2.228926,2.486607,0.041111,-3.141588,0.2,-0.0959,-0.003709,0.004447,camera_link,10.200001,gnm_closed_loop,,nominal,,True,ok,checkpoints/scene_holdout_mnv2_baseline/best.pt,3.88,0.9591,-0.0959,0.2398,-0.0057,0.5983,,,gnm_closed_loop,0.2,-0.0959,True,58,/World/Hospital/SM_ReceptionDesk_01a_46/SM_ReceptionDesk_01a,hospital_h2_collection,,collector=topdown_incumbent_diagnostic;difficulty=occluded_corridor,,,,,,,False,h2_corridor_I,6.2289,True,0.9591,-0.0959,0.2,-0.0959,True,armed,False,
h2_td_I_r_20260709_193556,30,10.216667,1783622896.382043,2.228916,2.486609,0.0411,3.141581,0.2,-0.0959,-0.003926,-0.007562,camera_link,10.216667,gnm_closed_loop,,nominal,,True,ok,checkpoints/scene_holdout_mnv2_baseline/best.pt,4.59,0.9591,-0.0959,0.2398,-0.0057,0.5983,,,gnm_closed_loop,0.2,-0.0959,True,60,/World/Hospital/SM_ReceptionDesk_01a_46/SM_ReceptionDesk_01a,hospital_h2_collection,,collector=topdown_incumbent_diagnostic;difficulty=occluded_corridor,,,,,,,False,h2_corridor_I,6.2289,True,0.9591,-0.0959,0.2,-0.0959,True,armed,False,
h2_td_I_r_20260709_193556,31,10.233334,1783622896.384474,2.228925,2.486609,0.041108,-3.141586,0.2,-0.0959,-0.003926,-0.007562,camera_link,10.233334,gnm_closed_loop,,nominal,,True,ok,checkpoints/scene_holdout_mnv2_baseline/best.pt,4.59,0.9591,-0.0959,0.2398,-0.0057,0.5983,,,gnm_closed_loop,0.2,-0.0959,True,62,/World/Hospital/SM_ReceptionDesk_01a_46/SM_ReceptionDesk_01a,hospital_h2_collection,,collector=topdown_incumbent_diagnostic;difficulty=occluded_corridor,,,,,,,False,h2_corridor_I,6.2289,True,0.9591,-0.0959,0.2,-0.0959,True,armed,False,
h2_td_I_r_20260709_193556,32,10.250001,1783622896.386369,2.228931,2.486611,0.0411,-3.141589,0.2,-0.0959,-0.003926,-0.007562,camera_link,10.250001,gnm_closed_loop,,nominal,,True,ok,checkpoints/scene_holdout_mnv2_baseline/best.pt,4.59,0.9591,-0.0959,0.2398,-0.0057,0.5983,,,gnm_closed_loop,0.2,-0.0959,True,64,/World/Hospital/SM_ReceptionDesk_01a_46/SM_ReceptionDesk_01a,hospital_h2_collection,,collector=topdown_incumbent_diagnostic;difficulty=occluded_corridor,,,,,,,False,h2_corridor_I,6.2289,True,0.9591,-0.0959,0.2,-0.0959,True,armed,False,
h2_td_I_r_20260709_193556,33,10.266667,1783622905.572393,2.228925,2.486607,0.041101,-3.141589,0.2,-0.0959,-0.000359,0.003058,camera_link,10.266667,gnm_closed_loop,,nominal,,True,ok,checkpoints/scene_holdout_mnv2_baseline/best.pt,4.33,0.9591,-0.0959,0.2398,-0.0057,0.5983,,,gnm_closed_loop,0.2,-0.0959,True,66,/World/Hospital/SM_ReceptionDesk_01a_46/SM_ReceptionDesk_01a,hospital_h2_collection,,collector=topdown_incumbent_diagnostic;difficulty=occluded_corridor,,,,,,,False,h2_corridor_I,6.2289,True,0.9591,-0.0959,0.2,-0.0959,True,armed,False,
h2_td_I_r_20260709_193556,34,10.283334,1783622905.574766,2.22892,2.486608,0.041107,-3.141588,0.2,-0.0959,-0.000359,0.003058,camera_link,10.283334,gnm_closed_loop,,nominal,,True,ok,checkpoints/scene_holdout_mnv2_baseline/best.pt,4.33,0.9591,-0.0959,0.2398,-0.0057,0.5983,,,gnm_closed_loop,0.2,-0.0959,True,68,/World/Hospital/SM_ReceptionDesk_01a_46/SM_ReceptionDesk_01a,hospital_h2_collection,,collector=topdown_incumbent_diagnostic;difficulty=occluded_corridor,,,,,,,False,h2_corridor_I,6.2289,True,0.9591,-0.0959,0.2,-0.0959,True,armed,False,
h2_td_I_r_20260709_193556,35,10.300001,1783622905.577901,2.228919,2.48661,0.04111,-3.141587,0.2,-0.0959,-0.000359,0.003058,camera_link,10.300001,gnm_closed_loop,,nominal,,True,ok,checkpoints/scene_holdout_mnv2_baseline/best.pt,4.33,0.9591,-0.0959,0.2398,-0.0057,0.5983,,,gnm_closed_loop,0.2,-0.0959,True,70,/World/Hospital/SM_ReceptionDesk_01a_46/SM_ReceptionDesk_01a,hospital_h2_collection,,collector=topdown_incumbent_diagnostic;difficulty=occluded_corridor,,,,,,,False,h2_corridor_I,6.2289,True,0.9591,-0.0959,0.2,-0.0959,True,armed,False,
h2_td_I_r_20260709_193556,36,10.316667,1783622917.861624,2.228925,2.486607,0.041118,-3.141592,0.2,-0.0959,-0.001019,-0.002532,camera_link,10.316667,gnm_closed_loop,,nominal,,True,ok,checkpoints/scene_holdout_mnv2_baseline/best.pt,4.28,0.9591,-0.0959,0.2398,-0.0057,0.5983,,,gnm_closed_loop,0.2,-0.0959,True,72,/World/Hospital/SM_ReceptionDesk_01a_46/SM_ReceptionDesk_01a,hospital_h2_collection,,collector=topdown_incumbent_diagnostic;difficulty=occluded_corridor,,,,,,,False,h2_corridor_I,6.2289,True,0.9591,-0.0959,0.2,-0.0959,True,armed,False,
h2_td_I_r_20260709_193556,37,10.333334,1783622917.864132,2.228921,2.486612,0.041111,-3.141579,0.2,-0.0959,-0.001019,-0.002532,camera_link,10.333334,gnm_closed_loop,,nominal,,True,ok,checkpoints/scene_holdout_mnv2_baseline/best.pt,4.28,0.9591,-0.0959,0.2398,-0.0057,0.5983,,,gnm_closed_loop,0.2,-0.0959,True,74,/World/Hospital/SM_ReceptionDesk_01a_46/SM_ReceptionDesk_01a,hospital_h2_collection,,collector=topdown_incumbent_diagnostic;difficulty=occluded_corridor,,,,,,,False,h2_corridor_I,6.2289,True,0.9591,-0.0959,0.2,-0.0959,True,armed,False,
h2_td_I_r_20260709_193556,38,10.350001,1783622917.866058,2.228921,2.486609,0.041111,-3.14159,0.2,-0.0959,-0.001019,-0.002532,camera_link,10.350001,gnm_closed_loop,,nominal,,True,ok,checkpoints/scene_holdout_mnv2_baseline/best.pt,4.28,0.9591,-0.0959,0.2398,-0.0057,0.5983,,,gnm_closed_loop,0.2,-0.0959,True,76,/World/Hospital/SM_ReceptionDesk_01a_46/SM_ReceptionDesk_01a,hospital_h2_collection,,collector=topdown_incumbent_diagnostic;difficulty=occluded_corridor,,,,,,,False,h2_corridor_I,6.2289,True,0.9591,-0.0959,0.2,-0.0959,True,armed,False,
