prob_threshold,stable_k,policy,episodes,SR_percent,OSR_percent,NE_m,TL_m,stop_fired,mean_stop_step
0.10,1,temporal_neural_stop_head,15,26.7,26.7,5.57,0.89,15,3.5
0.20,1,temporal_neural_stop_head,15,26.7,26.7,5.51,0.98,15,4.2
0.30,1,temporal_neural_stop_head,15,26.7,26.7,5.14,1.70,15,9.6
0.40,1,temporal_neural_stop_head,15,26.7,26.7,5.03,1.94,15,11.0
0.50,1,temporal_neural_stop_head,15,26.7,26.7,4.84,2.54,15,14.6
0.60,1,temporal_neural_stop_head,15,26.7,26.7,4.74,2.76,15,16.0
0.70,1,temporal_neural_stop_head,15,20.0,26.7,4.59,3.58,15,22.0
0.80,1,temporal_neural_stop_head,15,13.3,26.7,5.08,4.29,14,24.8
0.90,1,temporal_neural_stop_head,15,0.0,26.7,5.53,5.40,10,26.1
