prob_threshold,stable_k,policy,episodes,SR_percent,OSR_percent,NE_m,TL_m,stop_fired,mean_stop_step
0.10,2,temporal_neural_stop_head,15,20.0,20.0,5.83,0.54,15,2.1
0.20,2,temporal_neural_stop_head,15,20.0,20.0,5.72,0.75,15,3.6
0.30,2,temporal_neural_stop_head,15,20.0,20.0,5.60,1.05,15,6.1
0.40,2,temporal_neural_stop_head,15,20.0,20.0,5.31,1.77,15,10.9
0.50,2,temporal_neural_stop_head,15,26.7,26.7,4.83,2.68,15,16.1
0.60,2,temporal_neural_stop_head,15,26.7,26.7,4.73,3.28,15,20.6
0.70,2,temporal_neural_stop_head,15,26.7,26.7,5.20,4.52,12,23.5
0.80,2,temporal_neural_stop_head,15,33.3,40.0,5.18,6.28,7,32.0
0.90,2,temporal_neural_stop_head,15,13.3,40.0,6.56,8.00,1,31.0
