episode_id,step_idx,sim_time,wall_time,robot_position_x,robot_position_y,robot_position_z,robot_yaw,linear_velocity_cmd,angular_velocity_cmd,odom_linear_velocity,odom_angular_velocity,camera_frame_id,image_timestamp,policy_mode,stop_signal,safety_state,notes,shadow_gnm_enabled,shadow_gnm_status,shadow_gnm_model_path,shadow_gnm_latency_ms,shadow_gnm_candidate_linear_velocity,shadow_gnm_candidate_angular_velocity,shadow_gnm_candidate_waypoint_x,shadow_gnm_candidate_waypoint_y,shadow_gnm_goal_distance,shadow_gnm_confidence,shadow_gnm_error,actual_controller,actual_linear_velocity_cmd,actual_angular_velocity_cmd
manual_arc_20260708_030319,631,22.566668,1783476206.878713,4.336315,-0.000928,-0.0,-0.000127,0.3,0.0,0.29986,0.000141,camera_link,22.566668,manual_cmd_vel,,nominal,,True,ok,third_party/visualnav-transformer/model_weights/gnm/gnm.pth,11.72,0.3,-0.062,0.6426,-0.0399,16.49,,,scripted_cmd_vel,0.3,0.0
manual_arc_20260708_030319,632,22.583335,1783476206.880481,4.341307,-0.000929,0.0,-0.000128,0.3,0.0,0.29986,0.000141,camera_link,22.583335,manual_cmd_vel,,nominal,,True,ok,third_party/visualnav-transformer/model_weights/gnm/gnm.pth,11.72,0.3,-0.062,0.6426,-0.0399,16.49,,,scripted_cmd_vel,0.3,0.0
manual_arc_20260708_030319,633,22.600001,1783476206.900739,4.346297,-0.00093,0.0,-0.000127,0.3,0.0,0.299872,4e-05,camera_link,22.600001,manual_cmd_vel,,nominal,,True,ok,third_party/visualnav-transformer/model_weights/gnm/gnm.pth,11.85,0.3,-0.0617,0.6436,-0.0397,16.5,,,scripted_cmd_vel,0.3,0.0
manual_arc_20260708_030319,634,22.616668,1783476206.902945,4.351288,-0.00093,-0.0,-0.000127,0.3,0.0,0.299872,4e-05,camera_link,22.616668,manual_cmd_vel,,nominal,,True,ok,third_party/visualnav-transformer/model_weights/gnm/gnm.pth,11.85,0.3,-0.0617,0.6436,-0.0397,16.5,,,scripted_cmd_vel,0.3,0.0
manual_arc_20260708_030319,635,22.633335,1783476206.905091,4.356279,-0.000931,0.0,-0.000128,0.3,0.0,0.299872,4e-05,camera_link,22.633335,manual_cmd_vel,,nominal,,True,ok,third_party/visualnav-transformer/model_weights/gnm/gnm.pth,11.85,0.3,-0.0617,0.6436,-0.0397,16.5,,,scripted_cmd_vel,0.3,0.0
manual_arc_20260708_030319,636,22.650001,1783476206.925674,4.36127,-0.000932,0.0,-0.000128,0.3,0.0,0.299818,0.000143,camera_link,22.650001,manual_cmd_vel,,nominal,,True,ok,third_party/visualnav-transformer/model_weights/gnm/gnm.pth,11.97,0.3,-0.0615,0.6446,-0.0397,16.5,,,scripted_cmd_vel,0.3,0.0
manual_arc_20260708_030319,637,22.666668,1783476206.927395,4.366261,-0.000932,0.0,-0.000127,0.3,0.0,0.299818,0.000143,camera_link,22.666668,manual_cmd_vel,,nominal,,True,ok,third_party/visualnav-transformer/model_weights/gnm/gnm.pth,11.97,0.3,-0.0615,0.6446,-0.0397,16.5,,,scripted_cmd_vel,0.3,0.0
manual_arc_20260708_030319,638,22.683335,1783476206.92938,4.371251,-0.000933,0.0,-0.000127,0.3,0.0,0.299818,0.000143,camera_link,22.683335,manual_cmd_vel,,nominal,,True,ok,third_party/visualnav-transformer/model_weights/gnm/gnm.pth,11.97,0.3,-0.0615,0.6446,-0.0397,16.5,,,scripted_cmd_vel,0.3,0.0
manual_arc_20260708_030319,639,22.700001,1783476206.949566,4.376241,-0.000933,0.0,-0.000127,0.3,0.0,0.299854,7.5e-05,camera_link,22.700001,manual_cmd_vel,,nominal,,True,ok,third_party/visualnav-transformer/model_weights/gnm/gnm.pth,11.87,0.3,-0.0617,0.6442,-0.0398,16.51,,,scripted_cmd_vel,0.3,0.0
manual_arc_20260708_030319,640,22.716668,1783476206.951809,4.381231,-0.000934,0.0,-0.000127,0.3,0.0,0.299854,7.5e-05,camera_link,22.716668,manual_cmd_vel,,nominal,,True,ok,third_party/visualnav-transformer/model_weights/gnm/gnm.pth,11.87,0.3,-0.0617,0.6442,-0.0398,16.51,,,scripted_cmd_vel,0.3,0.0
manual_arc_20260708_030319,641,22.733335,1783476206.953112,4.386221,-0.000935,-0.0,-0.000127,0.3,0.0,0.299854,7.5e-05,camera_link,22.733335,manual_cmd_vel,,nominal,,True,ok,third_party/visualnav-transformer/model_weights/gnm/gnm.pth,11.87,0.3,-0.0617,0.6442,-0.0398,16.51,,,scripted_cmd_vel,0.3,0.0
manual_arc_20260708_030319,642,22.750001,1783476206.972752,4.391214,-0.000935,-0.0,-0.000127,0.3,0.0,0.299816,-0.000267,camera_link,22.750001,manual_cmd_vel,,nominal,,True,ok,third_party/visualnav-transformer/model_weights/gnm/gnm.pth,11.91,0.3,-0.0618,0.6439,-0.0398,16.52,,,scripted_cmd_vel,0.3,0.0
manual_arc_20260708_030319,643,22.766668,1783476206.975304,4.396205,-0.000936,-0.0,-0.000127,0.3,0.0,0.299816,-0.000267,camera_link,22.766668,manual_cmd_vel,,nominal,,True,ok,third_party/visualnav-transformer/model_weights/gnm/gnm.pth,11.91,0.3,-0.0618,0.6439,-0.0398,16.52,,,scripted_cmd_vel,0.3,0.0
manual_arc_20260708_030319,644,22.783335,1783476206.977192,4.401197,-0.000937,-0.0,-0.000127,0.3,0.0,0.299816,-0.000267,camera_link,22.783335,manual_cmd_vel,,nominal,,True,ok,third_party/visualnav-transformer/model_weights/gnm/gnm.pth,11.91,0.3,-0.0618,0.6439,-0.0398,16.52,,,scripted_cmd_vel,0.3,0.0
